Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
9070,1,1,123,113,0,1,0,0,18,0,6,8,6,12,0,0,6,6,6,12,0,2
8014,0,15,170,101,0,1,0,0,32,0,6,9,4,12,0,0,6,12,4,11,0,1
8014,0,1,117,111,0,1,0,1,19,0,6,8,6,10,0,0,6,9,6,11,0,1
9500,1,1,140,140,0,1,0,0,24,0,8,8,8,13,0,0,8,8,8,13,0,1
9085,1,1,123,124,0,1,0,0,19,0,6,14,6,15,0,0,6,9,6,14,0,1
9003,1,39,150,150,0,1,0,1,19,0,6,9,6,14,0,0,6,7,6,13,0,1
9003,1,39,140,140,0,1,0,0,24,0,6,10,6,11,0,0,6,12,5,13,0,2
9238,1,1,123,116,0,1,0,1,18,0,6,9,6,11,0,0,6,8,6,11,0,1
9070,1,1,130,135,0,1,0,1,19,0,6,9,5,12,0,0,6,10,2,11,0,0
9500,1,1,137,121,0,1,0,1,19,0,8,8,7,14,0,0,8,8,7,14,0,1
9773,1,1,126,118,0,1,0,1,18,0,6,6,6,14,0,0,6,6,6,13,0,1
9238,1,1,125,125,0,1,0,0,18,0,6,10,6,11,0,0,6,8,6,12,0,1
9556,1,1,112,107,0,1,0,0,20,0,7,7,7,12,0,0,8,8,8,13,0,1
9500,1,1,141,125,0,1,0,0,18,0,8,10,8,12,2,0,8,10,8,12,2,1
9670,1,1,135,127,0,1,0,0,18,0,6,10,6,12,0,0,6,9,6,13,0,1
9085,1,1,117,113,0,1,0,1,21,0,5,7,4,12,0,0,5,5,5,12,0,1
9500,1,1,160,154,0,1,0,1,18,0,7,9,7,15,0,0,8,9,8,16,0,1
9670,1,1,136,122,0,0,0,0,18,0,5,6,2,12,0,0,5,6,4,10,0,0
9238,1,1,143,128,0,1,0,0,19,0,6,11,0,0,0,0,6,0,0,0,0,0
9670,1,1,119,115,0,1,0,0,19,0,6,8,4,11,0,0,6,9,4,11,0,2
9670,1,1,120,117,0,1,0,0,18,0,6,8,6,11,0,0,6,11,4,14,0,1
9130,1,3,150,150,0,1,0,0,34,1,5,6,1,11,0,0,5,5,0,0,0,0
9085,1,1,142,155,0,1,0,0,19,0,5,5,5,15,0,0,5,6,5,13,0,1
9130,1,39,120,120,0,0,0,0,19,2,6,7,5,11,0,1,6,12,2,11,0,0
9238,1,1,160,116,0,1,0,0,26,0,6,6,6,14,0,0,6,7,6,15,0,1
9853,1,1,133,118,0,1,0,0,21,0,6,12,3,11,0,0,6,10,3,11,0,0
9147,1,1,142,127,0,1,0,1,18,0,5,5,5,11,0,0,5,5,5,11,0,1
9853,1,1,121,113,0,1,0,1,20,0,6,8,5,13,0,0,6,9,5,13,0,1
9147,1,1,135,118,0,1,0,0,25,0,5,12,2,10,0,0,5,5,0,0,0,0
9147,1,1,153,146,0,1,0,0,18,0,5,5,5,16,0,0,5,5,5,16,0,1
9500,1,1,140,124,0,1,0,1,18,0,7,7,7,14,0,0,8,11,8,14,0,1
9500,1,1,152,137,0,1,0,0,19,0,7,7,7,13,0,0,8,9,8,14,0,1
9238,1,1,120,130,0,1,0,1,18,0,6,8,6,11,0,0,6,10,6,11,0,1
9500,1,1,160,147,0,1,0,0,20,0,7,11,6,11,0,0,8,12,6,13,0,2
9085,1,40,150,150,0,0,0,0,26,0,3,3,0,0,0,0,6,0,0,0,0,0
9500,1,1,100,100,0,1,0,1,19,0,8,8,7,13,0,0,8,8,7,13,0,1
9500,1,1,150,155,0,1,0,0,19,0,7,7,7,14,0,0,8,9,8,14,0,1
9147,1,1,124,117,0,1,0,0,19,3,10,15,5,11,0,4,10,14,8,12,0,1
9085,1,1,141,128,0,1,0,0,19,0,5,9,3,10,1,0,5,8,3,13,0,2
9254,1,1,121,117,0,1,0,0,18,0,6,7,6,10,0,0,6,11,3,11,0,1
9500,1,6,134,120,0,1,0,0,19,0,7,7,6,13,0,0,7,7,6,13,0,1
9238,1,1,134,130,0,1,0,0,18,0,6,10,6,11,0,0,6,9,5,11,0,1
9853,1,1,132,125,0,1,0,0,18,0,6,9,5,12,0,0,6,8,5,11,0,2
9085,1,1,135,136,0,1,0,0,18,0,5,11,5,14,3,0,5,7,5,11,0,2
9853,1,1,123,121,0,1,0,0,18,0,7,12,5,12,0,0,7,9,6,12,0,2
9119,1,39,151,151,0,1,0,0,26,0,5,6,0,0,0,0,5,5,0,0,0,0
9238,1,1,107,103,0,1,0,0,20,0,6,7,6,12,0,0,6,7,6,13,0,1
8014,0,1,126,119,0,1,0,0,19,0,6,6,6,12,0,0,6,6,6,11,0,1
9238,1,1,133,134,0,1,0,1,18,0,6,6,6,12,0,0,6,9,6,13,0,1
9238,1,39,140,143,0,1,0,0,19,3,6,6,6,13,0,2,6,6,6,14,0,1
9853,1,40,110,110,0,1,0,0,40,0,7,8,7,15,0,0,7,7,7,14,0,1
9500,1,1,141,132,0,1,0,1,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9238,1,1,122,114,0,1,0,0,19,0,6,9,5,12,0,0,6,8,6,12,0,1
9130,1,1,156,166,0,1,0,0,18,0,5,9,4,11,0,0,5,6,4,12,0,1
9085,1,1,129,125,0,1,0,0,19,0,5,13,4,12,2,0,5,8,3,12,0,2
171,1,1,188,178,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
8014,0,1,120,117,0,1,0,0,33,0,6,7,6,12,0,0,6,8,6,12,0,1
9003,1,3,130,150,0,1,0,0,35,0,6,10,6,14,0,0,6,11,6,13,0,1
9147,1,1,130,130,0,1,0,0,26,3,5,5,4,13,0,1,5,7,2,12,0,2
9773,1,1,140,135,0,1,0,0,18,0,6,7,6,13,0,0,6,8,6,12,0,1
9238,1,1,110,110,0,1,0,0,36,10,16,24,13,10,1,9,13,19,9,12,0,2
9991,0,1,133,136,0,1,0,0,39,0,5,6,5,11,0,0,5,9,5,11,0,1
9238,1,1,120,116,0,1,0,0,44,0,6,8,6,13,0,0,6,6,6,13,0,1
8014,0,1,96,100,0,1,0,0,20,0,6,10,5,12,0,0,6,9,4,11,0,2
9254,1,1,117,116,0,1,0,0,24,0,6,9,4,12,0,0,6,6,4,11,0,0
9773,1,1,123,134,0,1,0,1,20,0,6,6,6,13,0,0,6,6,6,13,0,1
171,1,1,127,124,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,1,1,151,134,0,1,0,1,18,0,7,7,6,14,0,0,7,7,6,14,0,1
9254,1,1,127,120,0,0,0,0,22,0,6,10,5,11,0,0,6,12,0,0,0,0
9085,1,1,133,127,0,1,0,0,18,0,6,7,6,15,0,0,6,7,6,16,0,1
9500,1,19,133,133,0,1,0,0,24,0,7,9,6,12,0,0,8,9,7,13,0,1
9991,0,1,133,128,0,1,0,0,33,0,5,0,0,0,0,0,5,0,0,0,0,0
9003,1,1,133,130,0,1,0,1,30,0,6,6,0,0,0,0,6,6,0,0,0,2
9085,1,43,160,172,0,1,0,0,26,0,6,0,0,0,0,0,6,0,0,0,0,0
9853,1,1,140,128,0,1,0,0,18,0,6,7,6,11,0,0,6,10,6,11,0,1
9773,1,1,146,128,0,1,0,0,19,0,6,13,3,12,0,0,6,12,2,10,0,0
9147,1,1,112,112,0,1,0,0,20,0,5,10,3,10,0,0,5,9,4,11,2,2
9085,1,42,140,142,0,1,0,1,22,7,11,18,8,13,0,4,9,16,7,13,0,1
9500,1,1,136,133,0,1,0,0,19,0,7,8,5,13,0,0,7,8,5,13,0,2
9085,1,1,133,106,0,1,0,1,21,0,6,13,6,16,0,0,6,10,6,15,0,1
9500,1,1,136,125,0,1,0,1,21,0,7,7,6,14,0,0,7,7,6,14,0,1
9085,1,1,134,131,0,1,0,0,19,0,5,8,1,11,0,0,5,6,5,11,0,2
9853,1,1,122,112,0,1,0,1,19,0,7,8,7,13,0,0,7,8,6,13,0,1
9500,1,1,138,124,0,1,0,0,18,0,8,8,7,13,0,0,8,8,7,13,0,0
8014,0,1,160,140,0,1,0,0,50,7,11,11,11,13,0,3,7,7,7,13,0,1
9991,0,1,130,148,0,1,0,1,31,0,5,11,4,11,0,0,5,10,4,10,0,2
9773,1,1,161,148,0,1,0,1,19,0,6,6,6,13,0,0,6,7,6,14,0,1
9991,0,1,140,129,0,1,0,0,35,0,5,8,5,12,0,0,5,9,5,12,0,1
9085,1,19,133,128,0,1,0,0,31,0,6,0,0,0,0,0,6,0,0,0,0,0
8014,0,19,133,104,0,1,0,0,42,5,11,14,10,11,0,5,11,14,10,12,0,2
9147,1,1,130,119,0,0,0,0,34,0,5,5,0,0,0,0,5,0,0,0,0,0
9500,1,1,152,141,0,1,0,1,18,0,7,7,7,15,0,0,8,8,8,15,0,1
9853,1,1,125,116,0,0,0,1,18,0,7,7,7,12,0,0,7,8,6,13,0,2
9085,1,39,140,140,0,1,0,0,21,2,6,16,5,12,0,1,6,15,2,13,0,2
9500,1,19,133,140,0,1,0,1,26,0,7,13,5,12,0,0,8,12,6,10,0,0
9500,1,1,170,100,0,1,0,0,20,0,7,8,6,13,0,0,8,8,8,13,0,2
9238,1,1,135,121,0,1,0,0,19,0,6,13,3,10,0,0,6,12,3,10,0,2
9853,1,1,125,117,0,1,0,1,19,0,6,7,6,13,0,0,6,6,6,13,0,1
9147,1,42,140,140,0,1,0,0,20,6,11,19,9,12,0,3,9,14,8,11,0,1
9238,1,1,124,129,0,1,0,0,19,0,6,8,6,11,0,0,6,7,6,11,0,1
9853,1,1,140,145,0,1,0,0,18,0,6,6,6,13,0,0,6,9,6,12,0,1
9991,0,3,130,146,0,1,0,0,28,10,14,16,11,11,0,6,11,16,10,12,0,1
9853,1,1,134,122,0,1,0,0,22,0,6,10,5,13,0,0,6,8,5,12,0,2
8014,0,39,160,156,0,1,0,1,21,3,6,6,6,14,0,2,6,6,6,14,0,1
9085,1,39,140,140,0,1,0,0,21,0,6,11,4,12,0,0,6,19,1,11,0,2
9500,1,1,150,140,1,1,0,0,26,0,7,11,5,11,0,0,8,13,5,12,0,2
9773,1,1,141,128,0,0,0,0,18,0,6,8,5,13,0,0,6,8,5,11,0,0
9085,1,1,120,115,0,0,0,0,20,0,5,8,2,10,0,0,5,8,2,12,0,0
9085,1,1,166,158,0,1,0,0,18,0,6,7,6,14,0,0,6,7,6,14,0,1
9500,1,1,147,124,0,1,0,1,19,0,8,11,7,12,0,0,8,11,7,12,0,1
9238,1,1,121,111,0,1,0,0,20,5,11,12,11,11,0,5,11,14,11,12,0,1
9085,1,39,150,150,0,1,0,1,22,3,6,11,6,13,0,2,6,10,3,12,0,1
9670,1,1,124,114,0,1,0,0,18,0,6,6,5,11,0,0,6,9,4,13,0,0
9147,1,1,96,96,0,1,0,0,19,0,5,10,3,10,0,0,5,9,0,0,3,0
9070,1,1,125,128,0,1,0,1,18,0,6,9,5,11,0,0,6,8,4,11,0,2
9254,1,1,136,121,0,1,0,0,20,0,6,13,3,10,0,0,6,12,3,10,0,2
9773,1,1,120,114,1,1,0,0,19,0,6,11,4,12,0,0,6,11,3,11,0,2
9254,1,1,128,127,0,1,0,0,19,0,6,6,6,12,0,0,6,7,4,12,0,2
9500,1,1,142,131,0,1,0,0,19,0,8,8,7,14,0,0,8,8,7,14,0,1
171,1,1,135,137,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9070,1,40,120,120,0,1,0,0,21,9,13,14,13,13,1,6,12,12,12,14,0,1
9991,0,40,140,139,0,1,0,0,27,0,5,5,5,15,0,0,5,5,5,14,0,1
9238,1,1,135,129,0,1,0,0,19,0,6,6,6,14,0,0,6,7,6,14,0,1
9085,1,1,133,128,0,1,0,0,25,0,5,5,0,0,0,0,5,5,0,0,0,0
9500,1,1,137,120,0,1,0,1,18,0,8,8,7,14,0,0,8,8,7,14,0,1
9500,1,3,122,135,0,1,0,0,24,0,8,8,7,12,0,0,8,8,7,12,0,1
9500,1,1,128,118,0,1,0,0,20,0,7,8,7,11,0,0,8,9,7,14,0,1
9991,0,40,140,140,0,1,0,0,26,3,5,5,5,14,0,1,5,5,5,15,0,1
9238,1,1,132,127,0,1,0,1,20,0,6,9,6,12,0,0,6,6,6,11,0,1
9085,1,1,131,137,0,1,0,0,18,0,5,5,5,14,0,0,5,6,5,15,0,1
9085,1,1,126,127,0,1,0,0,19,0,6,13,6,15,0,0,6,10,6,12,0,1
9853,1,1,133,97,0,1,0,0,23,0,6,9,5,11,0,0,6,9,3,11,0,0
9500,1,1,136,126,0,1,0,1,18,0,7,7,6,11,0,0,7,7,6,11,0,1
9500,1,1,140,127,0,1,0,0,18,0,7,0,0,0,0,0,8,0,0,0,0,0
9500,1,1,135,126,0,1,0,1,19,0,7,7,7,12,0,0,8,9,8,13,0,1
9991,0,1,160,120,0,1,0,0,30,4,7,9,7,14,0,1,5,5,5,14,0,1
9085,1,39,140,140,0,1,0,0,29,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,1,140,131,0,1,0,0,19,0,8,8,8,13,0,0,8,8,8,13,0,1
9556,1,1,115,112,0,1,0,0,20,0,7,7,7,13,0,0,8,8,8,14,0,1
9500,1,1,144,150,0,1,0,0,20,0,7,7,6,13,0,0,7,7,6,13,0,1
9670,1,1,128,121,0,1,0,0,19,0,6,8,6,13,0,0,6,9,6,13,0,1
9147,1,1,116,112,0,1,0,0,20,0,5,8,3,11,0,0,5,12,2,10,0,2
9085,1,1,135,129,0,1,0,0,21,0,5,8,0,0,4,0,5,12,0,0,4,0
9670,1,1,121,114,0,1,0,0,19,0,6,10,5,11,0,0,6,9,4,14,0,1
9500,1,1,134,120,0,1,0,1,18,0,8,8,7,12,0,0,8,8,7,12,0,1
8014,0,1,120,120,0,1,0,1,27,0,6,8,6,11,0,0,6,10,5,12,0,1
9147,1,1,125,114,0,1,0,1,19,0,5,6,5,13,0,0,5,5,5,12,0,1
9500,1,1,141,127,0,1,0,1,19,0,7,7,0,0,2,0,7,7,0,0,2,0
9773,1,1,140,124,0,1,0,0,19,0,6,7,5,14,0,0,6,7,6,14,0,1
9500,1,1,144,130,0,1,0,1,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9254,1,1,122,118,0,1,0,1,20,0,6,10,4,11,0,0,6,6,6,10,0,2
9670,1,1,130,118,0,1,0,1,18,0,6,6,6,14,0,0,6,8,6,13,0,1
9670,1,1,133,133,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,19,133,129,0,1,0,0,36,0,7,7,6,11,0,0,7,7,6,11,0,1
9556,1,1,147,100,0,1,0,0,18,0,2,2,0,0,0,0,4,4,1,16,0,2
9130,1,1,127,120,0,1,0,0,18,0,5,11,1,12,0,0,5,9,3,12,0,2
9500,1,1,136,132,0,1,0,0,19,0,8,9,7,12,0,0,8,9,7,12,0,1
9500,1,1,127,120,0,1,0,1,18,0,8,8,7,12,0,0,8,8,7,12,0,1
9670,1,1,123,114,0,1,0,0,18,0,5,5,4,11,0,0,5,5,4,11,0,1
9238,1,1,128,116,0,1,0,1,19,0,6,6,6,13,0,0,6,6,6,14,0,1
9500,1,1,128,127,0,1,0,1,19,0,7,8,7,14,0,0,8,8,8,16,0,1
9500,1,1,140,129,0,1,0,0,18,0,7,8,7,12,0,0,8,8,8,14,0,0
9773,1,1,121,118,0,1,0,0,20,0,6,6,6,13,0,0,6,10,5,12,0,1
9254,1,1,122,114,0,1,0,1,20,0,6,8,5,12,0,0,6,9,5,12,0,2
9500,1,1,126,114,0,1,0,0,20,0,8,8,7,14,0,0,8,8,7,14,0,1
9500,1,1,135,123,0,1,0,1,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9500,1,1,131,122,0,1,0,0,18,0,7,8,7,14,0,0,8,8,8,13,0,1
9085,1,1,140,123,0,1,0,0,19,0,5,11,5,11,2,0,5,6,5,12,0,1
9147,1,1,131,132,0,1,0,0,19,0,5,5,5,11,0,0,5,8,4,11,0,2
8014,0,1,130,114,0,1,0,0,44,0,6,9,6,11,0,1,6,15,2,11,1,1
9003,1,3,130,130,0,1,0,0,32,0,6,7,0,0,0,0,6,6,0,0,0,0
9853,1,1,140,122,0,1,0,0,22,0,6,9,5,13,0,0,6,8,5,12,0,0
9003,1,1,130,152,0,1,0,0,36,4,12,14,12,13,0,5,12,18,11,14,0,1
9773,1,1,125,120,0,1,0,1,18,0,6,7,6,12,0,0,6,8,6,13,0,1
9130,1,1,160,155,0,1,0,0,20,0,5,5,5,16,0,0,5,5,5,14,0,1
9070,1,1,130,124,0,1,0,1,20,5,11,11,11,13,0,5,11,11,11,13,0,1
9238,1,1,144,126,0,1,0,0,19,0,6,8,5,10,0,0,6,11,4,10,0,1
9147,1,19,133,153,0,1,0,0,24,0,5,8,5,10,0,0,5,6,5,12,0,1
9238,1,1,148,129,0,1,0,0,20,0,6,11,5,10,0,0,6,11,4,10,0,2
8014,0,1,133,135,0,1,0,0,27,7,10,10,9,11,0,4,11,11,5,10,0,0
9853,1,1,133,131,0,1,0,0,20,0,6,9,5,14,0,4,8,8,8,12,0,2
9238,1,1,129,125,0,1,0,1,23,15,16,18,16,13,0,11,13,15,13,13,0,1
9500,1,1,144,141,0,1,0,1,18,0,8,9,8,13,1,0,8,9,8,13,1,1
9238,1,1,120,117,0,1,0,1,18,0,6,10,5,10,1,0,6,9,5,12,0,1
9500,1,1,144,126,0,1,0,1,20,0,8,8,7,13,0,0,8,8,7,13,0,1
9254,1,1,132,120,0,1,0,1,20,0,6,6,6,12,0,0,6,7,6,11,0,1
9670,1,1,142,128,0,1,0,0,23,0,6,11,6,11,0,0,6,9,5,12,0,0
9500,1,1,136,140,0,1,0,0,20,0,7,7,6,13,0,0,7,7,6,13,0,1
9254,1,9,133,110,0,0,0,0,28,0,5,10,0,0,0,0,5,10,0,0,0,0
9670,1,1,122,116,0,1,0,0,21,0,5,8,4,11,0,0,5,5,5,12,0,1
9556,1,1,133,104,0,1,0,0,21,0,2,2,2,12,0,0,7,0,0,0,0,0
9500,1,3,140,140,0,1,0,0,28,0,7,0,0,0,0,0,8,0,0,0,0,0
9500,1,1,117,113,1,1,0,0,18,0,7,10,6,11,0,0,8,11,7,13,0,1
9238,1,1,128,118,0,1,0,1,21,0,6,8,5,13,0,0,6,7,5,11,0,2
9500,1,1,136,123,0,1,0,0,19,0,7,10,6,11,0,0,8,8,8,14,0,1
9500,1,1,141,126,0,1,0,1,18,0,8,8,7,14,0,0,8,8,7,14,0,1
9500,1,1,130,133,0,1,0,0,19,0,7,0,0,0,0,0,8,0,0,0,0,0
9085,1,39,140,140,0,1,0,0,20,2,6,9,6,12,0,1,6,12,2,13,0,2
9500,1,1,102,100,0,1,0,1,20,0,7,9,6,12,0,0,8,10,7,12,0,1
9853,1,1,126,132,0,1,0,1,18,0,6,7,6,12,0,0,6,7,5,12,0,1
9670,1,1,125,106,0,1,0,0,20,4,6,7,6,11,0,0,6,10,4,10,0,0
9670,1,1,120,140,0,1,0,0,31,2,6,13,5,11,0,0,6,14,4,11,0,0
9500,1,1,132,128,0,1,0,1,19,0,7,8,7,14,0,0,8,8,8,14,0,1
9500,1,1,128,118,0,1,0,1,19,0,7,9,6,11,0,0,8,8,7,13,0,1
9070,1,1,115,123,0,1,0,0,23,1,6,8,6,13,1,0,6,8,6,11,0,1
9670,1,1,125,124,0,1,0,0,19,0,6,7,6,14,0,0,6,6,6,13,0,1
9500,1,1,137,121,0,1,0,0,20,0,7,7,6,12,0,0,7,7,6,12,0,1
9085,1,1,101,101,0,1,0,0,22,0,6,9,5,13,0,0,6,17,4,11,0,2
9853,1,1,126,116,1,1,0,0,18,0,7,10,6,10,0,0,7,12,6,12,0,2
9130,1,3,130,130,0,0,0,0,27,1,5,6,2,11,0,0,5,5,1,11,0,0
9556,1,19,100,120,0,1,0,0,29,0,7,9,1,10,0,0,7,0,0,0,0,0
9254,1,1,122,130,0,1,0,0,18,0,6,10,5,11,0,0,6,10,5,12,0,1
9070,1,1,126,118,0,1,0,0,18,0,6,7,5,11,0,0,6,6,6,12,0,1
9500,1,1,128,131,0,1,0,0,18,0,8,8,8,12,0,0,8,8,8,12,0,1
9085,1,1,134,120,0,1,0,0,20,0,5,13,3,11,2,0,5,8,5,12,0,2
9254,1,1,128,129,0,1,0,0,18,0,6,6,6,12,0,0,6,7,5,14,0,1
9070,1,1,125,132,0,0,0,0,18,1,6,10,5,12,1,0,6,11,4,10,0,2
9085,1,3,130,130,0,0,0,0,28,0,5,9,1,12,1,0,4,10,0,0,4,0
9500,1,1,135,132,0,1,0,1,18,0,8,12,7,11,0,0,8,12,7,11,0,1
9500,1,19,133,143,0,1,0,0,27,0,7,12,4,14,0,0,7,14,3,12,0,2
33,1,1,140,152,0,1,0,0,26,0,7,9,7,14,0,0,7,12,5,13,3,2
9773,1,1,138,133,0,1,0,0,18,0,6,6,6,12,0,0,6,6,6,13,0,1
9130,1,1,150,146,0,1,0,0,18,0,5,12,4,13,2,0,5,6,5,14,0,0
9147,1,1,125,115,1,1,0,0,21,0,5,6,0,0,0,0,5,5,0,0,0,0
9070,1,1,121,120,0,1,0,0,18,0,6,8,4,10,0,0,6,9,0,0,0,2
8014,0,1,120,101,0,0,0,0,32,0,5,5,0,0,0,0,5,10,0,0,0,0
9670,1,1,140,100,0,1,0,0,28,0,5,6,4,12,0,0,5,7,4,11,0,1
9991,0,1,100,121,0,0,0,0,40,0,4,4,0,0,0,0,5,0,0,0,0,0
8014,0,1,140,120,0,0,0,0,39,0,5,5,0,0,0,0,4,4,0,0,0,0
9238,1,1,140,120,0,0,0,0,39,0,6,0,0,0,0,0,6,0,0,0,0,0
9003,1,1,120,148,0,1,0,0,50,0,6,7,6,12,0,0,6,15,5,12,0,1
9853,1,1,138,123,0,1,0,0,23,0,6,10,5,12,0,0,6,9,3,11,0,0
8014,0,19,133,100,0,1,0,0,48,0,6,11,1,10,0,0,6,11,1,11,0,0
9853,1,1,118,112,0,1,0,0,23,0,6,11,4,11,0,0,6,10,5,10,0,0
9500,1,1,135,126,0,1,0,1,18,0,8,8,7,12,0,0,8,8,7,12,0,1
9130,1,1,130,115,0,1,0,0,18,0,5,14,2,12,2,0,5,6,5,12,0,1
9238,1,1,150,132,0,0,0,0,20,0,6,9,5,13,0,0,6,7,6,13,0,1
9085,1,1,149,132,0,1,0,1,18,0,5,9,4,12,0,0,5,8,5,13,0,1
9556,1,1,180,183,0,1,0,0,18,0,7,8,4,12,0,0,8,8,0,0,0,0
9119,1,1,133,136,0,1,1,0,31,0,5,12,1,12,0,0,5,9,1,11,4,0
9119,1,19,133,100,0,1,1,0,24,0,5,9,1,12,0,0,5,6,3,10,0,2
171,1,1,145,114,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1
9147,1,1,110,110,0,0,1,0,26,0,5,5,0,0,0,0,5,9,0,0,0,0
9130,1,1,154,137,0,1,1,0,18,0,6,11,5,13,0,0,6,9,4,11,0,0
9147,1,1,126,116,0,1,1,1,19,0,5,12,3,11,0,0,5,10,3,11,0,2
9670,1,1,133,121,0,1,1,0,22,0,6,0,0,0,0,0,6,0,0,0,0,0
9500,1,1,145,127,0,1,1,0,18,0,8,8,7,11,0,0,8,8,7,11,0,1
9070,1,39,120,120,0,0,1,0,20,0,6,11,0,0,6,0,6,12,0,0,12,0
171,1,39,150,150,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1
9991,0,1,150,100,0,1,1,0,24,0,5,10,4,11,0,0,5,11,5,11,0,1
9119,1,1,150,150,0,1,1,0,27,0,5,10,1,14,0,0,5,0,0,0,0,0
9254,1,1,127,116,0,1,1,0,21,0,6,7,5,11,0,0,6,7,5,12,0,1
9003,1,39,140,140,0,1,1,0,21,0,6,7,6,12,0,0,6,6,6,13,0,1
9773,1,1,128,122,0,1,1,0,19,0,6,9,4,12,0,0,6,6,6,11,0,0
9500,1,1,127,160,0,1,1,0,28,0,7,7,7,14,0,0,8,11,8,15,0,1
9147,1,1,117,118,0,1,1,0,20,0,5,8,5,10,0,0,5,10,2,12,0,2
9003,1,39,150,150,0,1,1,1,21,0,6,8,6,13,0,0,6,10,6,12,0,1
9500,1,1,154,144,0,1,1,1,18,0,7,7,7,15,0,0,8,9,8,15,0,1
9119,1,1,127,121,0,1,1,1,18,0,5,6,5,13,0,0,5,8,5,12,0,2
9147,1,1,133,121,0,1,1,0,20,0,5,9,4,10,0,0,5,6,3,11,0,2
9119,1,40,120,146,0,1,1,0,25,2,5,6,5,14,0,1,5,5,2,13,0,2
9670,1,1,133,138,0,1,1,0,22,0,6,8,6,12,0,0,6,11,2,14,0,2
9500,1,1,149,138,0,1,1,0,18,0,8,11,6,13,1,0,8,11,6,13,1,2
9147,1,1,125,116,0,1,1,0,19,0,5,8,5,13,0,0,5,8,5,11,0,1
9119,1,1,126,122,0,1,1,0,19,0,5,12,3,12,0,0,5,10,3,12,0,0
9773,1,19,133,115,0,0,1,0,25,0,6,10,4,13,0,0,6,9,4,13,0,0
9070,1,1,115,115,0,1,1,0,21,5,11,12,9,11,0,3,8,11,3,13,0,0
9119,1,1,117,119,0,1,1,0,19,0,5,10,2,11,0,0,6,10,0,0,0,0
9147,1,1,133,95,0,1,1,0,20,0,5,14,0,0,0,0,5,5,0,0,0,0
9003,1,39,150,150,0,1,1,0,25,9,14,16,14,12,0,3,9,13,6,10,0,0
9147,1,1,130,117,0,1,1,0,20,0,5,8,3,11,0,0,5,11,3,12,0,2
171,1,1,161,144,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9254,1,39,130,130,0,1,1,0,23,0,6,12,3,11,0,0,6,12,3,10,0,2
9500,1,1,111,128,0,1,1,0,23,0,8,8,8,12,0,0,8,8,8,12,0,1
9003,1,42,140,135,0,1,1,0,21,7,12,18,11,12,0,5,12,14,11,12,0,1
9130,1,1,132,143,0,1,1,0,20,0,5,14,2,11,3,0,5,9,3,12,0,2
9991,0,1,139,140,0,1,1,0,25,0,5,13,1,10,0,0,5,8,2,11,0,0
9130,1,1,132,130,0,1,1,0,18,0,6,6,6,13,0,0,6,9,5,13,0,1
9070,1,6,119,123,0,1,1,0,22,0,6,6,6,14,0,0,6,8,6,13,0,1
9670,1,1,133,118,0,1,1,0,27,0,6,7,6,14,0,0,6,7,6,14,0,1
9003,1,19,133,120,0,1,1,0,25,0,3,4,0,0,0,0,3,5,0,0,0,0
9119,1,1,129,118,0,1,1,0,18,0,5,9,3,11,0,0,5,10,3,11,4,0
9085,1,1,128,117,0,1,1,0,20,0,5,7,5,14,1,0,5,5,5,14,0,1
9003,1,1,120,120,0,1,1,0,27,0,6,10,5,13,0,0,6,13,5,11,0,1
8014,0,1,130,118,0,1,1,0,20,0,6,7,6,12,0,0,6,9,6,12,0,1
9147,1,1,130,124,0,1,1,0,22,0,5,9,0,0,0,0,5,5,1,12,0,0
9119,1,1,111,106,0,1,1,0,19,0,5,10,3,10,0,0,5,11,3,10,0,0
9147,1,1,121,116,0,1,1,0,20,0,5,14,3,12,0,0,5,8,5,10,0,2
171,1,1,117,109,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9085,1,9,133,120,0,0,1,0,29,0,5,12,0,0,4,0,5,8,0,0,1,0
9500,1,1,149,137,0,1,1,0,19,0,8,8,7,13,0,0,8,8,7,13,0,1
9991,0,1,172,150,0,1,0,1,28,0,5,7,5,10,0,0,5,6,5,10,0,2
